[(3, 4), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 4), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 4), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 4), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 4), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(2, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(3, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(10, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(12, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(13, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 5), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(2, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(10, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(13, 6), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 6), 1, 1, 1, 1, 0, 1, 1, 1, 1]-->(0, 1)
[(1, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(2, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(3, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(4, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(6, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(8, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(9, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(10, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(11, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(12, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(13, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 7), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 8), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 8), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(4, 8), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 8), 1, 1, 1, 1, 1, 0, 1, 1, 1]-->(0, 1)
[(12, 8), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(14, 8), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(5, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(6, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(8, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(9, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(10, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(11, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 9), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(4, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(7, 10), 1, 1, 1, 1, 1, 1, 0, 1, 1]-->(0, -1)
[(8, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(11, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 10), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 11), 1, 1, 1, 1, 1, 1, 1, 0, 1]-->(1, 0)
[(2, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(3, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(4, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(7, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(8, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(9, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(12, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(13, 11), 1, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 11), 1, 1, 1, 1, 1, 1, 1, 1, 0]-->(0, -1)
[(2, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(3, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(8, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(9, 1), 0, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(12, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(13, 1), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 1), 0, 1, 0, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(8, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(9, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 2), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(3, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 3), 0, 1, 1, 0, 1, 1, 1, 1, 1]-->(1, 0)
[(5, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(10, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(11, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(12, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(14, 3), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 4), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 4), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 4), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 4), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 4), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 4), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(2, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(3, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(10, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(12, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(13, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 5), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(2, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(10, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(13, 6), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 6), 0, 1, 1, 1, 0, 1, 1, 1, 1]-->(0, 1)
[(1, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(2, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(3, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(6, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(9, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(10, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(11, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(12, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(13, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(14, 7), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 8), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 8), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 8), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 8), 0, 1, 1, 1, 1, 0, 1, 1, 1]-->(0, 1)
[(12, 8), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(14, 8), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(5, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(6, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(8, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(9, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(10, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(11, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 9), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(4, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(7, 10), 0, 1, 1, 1, 1, 1, 0, 1, 1]-->(0, -1)
[(8, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(11, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 10), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 11), 0, 1, 1, 1, 1, 1, 1, 0, 1]-->(1, 0)
[(2, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(3, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(4, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(7, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(8, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(9, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(13, 11), 0, 1, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 11), 0, 1, 1, 1, 1, 1, 1, 1, 0]-->(-1, 0)
[(1, 1), 0, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(2, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(3, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(4, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(8, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(12, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(13, 1), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 1), 1, 0, 0, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(8, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(9, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 2), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(3, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 3), 1, 0, 1, 0, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(10, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(11, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(14, 3), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 4), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(3, 4), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 4), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 4), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 4), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 4), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(2, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(3, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(6, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(10, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(11, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(13, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 5), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(2, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(10, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(11, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(13, 6), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(14, 6), 1, 0, 1, 1, 0, 1, 1, 1, 1]-->(0, -1)
[(1, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(2, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(3, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(4, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(6, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(7, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(8, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(10, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(11, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(12, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(13, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 7), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 8), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 8), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 8), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(11, 8), 1, 0, 1, 1, 1, 0, 1, 1, 1]-->(0, 1)
[(12, 8), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(14, 8), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(1, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(3, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(4, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(5, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(6, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(7, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(8, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(9, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(10, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(11, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(12, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 9), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(4, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(6, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(1, 0)
[(7, 10), 1, 0, 1, 1, 1, 1, 0, 1, 1]-->(0, -1)
[(8, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(9, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
[(11, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, -1)
[(14, 10), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(0, 1)
[(1, 11), 1, 0, 1, 1, 1, 1, 1, 0, 1]-->(0, -1)
[(2, 11), 1, 0, 1, 1, 1, 1, 1, 1, 1]-->(-1, 0)
